pid,event,time,fac_heduc,fac_heblack,fac_mixed
1807,1,1.7605,12-15,No,No
1808,0,16249,12-15,No,No
1809,0,8534,12-15,No,No
1810,0,12.2,12-15,No,No
1811,1,9.4155,16+,No,No
1812,1,9.4155,16+,No,No
1813,0,46582,12-15,No,No
1814,1,3.5045,12-15,No,No
1815,0,46705,16+,No,No
1816,0,20824,16+,No,No
1817,1,6.0015,16+,No,No
1818,1,18086,16+,No,No
1819,1,6.0015,12-15,No,No
1820,1,25.6235,16+,No,No
1821,1,23.0005,12-15,No,No
1822,0,20999,12-15,No,No
1823,0,30998,12-15,No,No
1824,1,14.0835,16+,No,No
1825,0,16816,12-15,No,No
1826,0,9.58,<12,No,No
1827,0,35669,<12,No,No
1828,0,40219,<12,No,No
1829,0,252,12-15,No,No
1830,0,252,12-15,No,No
1831,0,56761,12-15,No,No
1832,1,7.6335,12-15,Yes,No
1833,1,3332,<12,Yes,No
1834,1,7.0475,12-15,No,No
1835,0,999,12-15,No,No
1836,1,23.8305,12-15,No,No
1837,1,6338,12-15,No,No
1838,0,3904,12-15,No,No
1839,1,26.5245,12-15,No,No
1840,1,6.5025,12-15,No,No
1841,0,25999,12-15,Yes,No
1842,0,17793,12-15,No,No
1843,0,1574,<12,No,No
1844,1,6.4995,12-15,No,No
1845,1,17.58,12-15,No,No
1846,1,29.7875,12-15,No,No
1847,0,15669,12-15,No,No
1848,1,18311,<12,Yes,No
1849,1,18.7955,<12,No,Yes
1850,0,9897,12-15,Yes,No
1851,1,19.6225,<12,No,Yes
1852,1,419,12-15,No,No
1853,1,15.7355,<12,No,No
1854,0,2973,<12,No,No
1855,0,2973,12-15,No,No
1856,1,9.7635,<12,No,No
1857,0,14749,<12,No,No
1858,0,26998,12-15,No,No
1859,0,47.86,16+,No,No
1860,0,18166,16+,No,No
1861,0,1719,<12,No,No
1862,0,18598,12-15,No,No
1863,0,40411,16+,No,No
1864,0,20925,16+,No,No
1865,0,13511,16+,No,No
1866,0,18505,<12,No,No
1867,1,6.2835,16+,No,No
1868,1,6664,12-15,No,No
1869,0,14327,12-15,No,No
1870,0,33999,12-15,No,No
1871,0,32819,12-15,No,No
1872,0,9914,12-15,No,Yes
1873,0,49.99,<12,No,No
1874,0,49.99,<12,No,No
1875,0,45758,<12,No,No
1876,1,27499,<12,No,No
1877,0,28936,12-15,No,No
1878,1,7.1265,16+,No,No
1879,0,846,16+,No,No
1880,1,16616,12-15,No,No
1881,0,16104,12-15,No,No
1882,1,4.9145,<12,No,No
1883,0,24142,16+,No,No
1884,0,46.1,12-15,No,No
1885,1,23.7455,12-15,No,No
1886,0,57561,12-15,No,No
1887,0,17947,16+,No,No
1888,0,17947,16+,No,No
1889,0,50103,12-15,No,No
1890,0,50103,12-15,No,No
1891,1,7.0005,<12,No,No
1892,0,28997,<12,No,No
1893,0,8.52,12-15,No,No
1894,0,22001,12-15,No,No
1895,0,46.24,<12,Yes,No
1896,0,60882,12-15,No,No
1897,1,8.7475,16+,No,No
1898,0,4865,12-15,No,No
1899,0,17177,12-15,No,No
1900,0,21092,12-15,No,No
1901,0,55.14,<12,No,No
1902,0,43984,<12,No,No
1903,0,49142,<12,No,No
1904,1,15617,12-15,No,No
1905,0,17722,12-15,No,No
1906,0,32419,12-15,No,No
1907,1,2.0015,<12,No,No
1908,0,38743,<12,No,No
1909,0,50.24,<12,No,No
1910,0,1415,<12,No,No
1911,0,27023,12-15,No,No
1912,1,9.3745,12-15,No,No
1913,1,4.0,12-15,No,No
1914,0,26196,16+,No,No
1915,0,14001,12-15,No,No
1916,0,14001,12-15,No,No
1917,1,22582,<12,No,Yes
1918,0,23351,12-15,No,No
1919,1,11923,<12,No,No
1920,1,6.4585,12-15,No,Yes
1921,0,9259,12-15,No,No
1922,0,42097,12-15,No,No
1923,1,12.1205,<12,No,No
1924,0,7009,12-15,No,No
1925,1,10122,12-15,Yes,Yes
1926,0,42376,<12,No,Yes
1927,0,23042,12-15,No,No
1928,0,19003,12-15,No,No
1929,0,13999,16+,No,No
1930,0,13999,12-15,No,No
1931,0,1068,<12,No,No
1932,0,27201,<12,No,No
1933,1,917,<12,No,No
1934,1,2168,16+,No,No
1935,1,8583,12-15,No,No
1936,0,9142,<12,Yes,No
1937,0,53.04,<12,No,Yes
1938,0,676,16+,No,No
1939,1,4085,12-15,No,No
1940,0,6177,<12,Yes,No
1941,0,6661,12-15,No,No
1942,1,5.1635,12-15,No,Yes
1943,0,3285,12-15,Yes,No
1944,1,13.2925,16+,No,No
1945,1,12586,16+,No,No
1946,0,5002,<12,No,No
1947,0,12794,12-15,No,No
1948,1,7.0005,12-15,No,No
1949,1,20.3645,12-15,No,No
1950,0,10806,16+,No,No
1951,0,5043,16+,No,No
1952,0,7948,16+,Yes,No
1953,1,10.9655,12-15,Yes,Yes
1954,0,11953,12-15,Yes,Yes
1955,0,3.77,12-15,No,Yes
1956,0,2001,12-15,No,Yes
1957,0,7.94,12-15,Yes,No
1958,0,20.0,<12,Yes,No
1959,0,20.0,12-15,Yes,No
1960,0,6207,16+,No,No
1961,0,1799,12-15,No,No
1962,1,2649,12-15,No,No
1963,0,56999,<12,No,No
1964,0,11502,<12,No,No
1965,0,27496,<12,No,No
1966,0,11502,<12,No,No
1967,0,2502,16+,No,No
1968,1,15.0035,12-15,No,No
1969,0,567,16+,No,No
1970,1,26.3765,<12,No,Yes
1971,1,3335,12-15,No,Yes
1972,1,0.9995,<12,Yes,Yes
1973,0,15.63,12-15,Yes,No
1974,0,23231,<12,Yes,Yes
1975,1,16.3175,12-15,Yes,Yes
1976,1,16.3315,<12,No,Yes
1977,0,7.02,16+,Yes,No
1978,0,25366,12-15,No,Yes
1979,1,6.8335,12-15,Yes,No
1980,0,11206,12-15,Yes,Yes
1981,0,18097,12-15,No,No
1982,1,753,<12,No,No
1983,1,6.0835,12-15,No,No
1984,0,7.31,<12,No,No
1985,0,17999,12-15,No,Yes
1986,1,8271,12-15,Yes,No
1987,1,3.1665,<12,No,Yes
1988,0,10664,<12,No,Yes
1989,0,5328,12-15,No,No
1990,1,22423,12-15,No,Yes
1991,0,20.69,12-15,Yes,No
1992,0,1.41,12-15,No,Yes
1993,1,10168,12-15,Yes,No
1994,1,3.0005,12-15,Yes,Yes
1995,0,3291,12-15,Yes,No
1996,1,2.1655,<12,Yes,Yes
1997,1,19106,<12,Yes,No
1998,0,24663,<12,No,Yes
1999,0,7.02,12-15,Yes,Yes
2000,0,2494,<12,Yes,Yes
2001,0,35001,<12,Yes,No
2002,0,10916,12-15,No,Yes
2003,0,2779,<12,Yes,No
2004,0,2749,12-15,Yes,No
2005,1,6598,<12,Yes,No
2006,0,1503,<12,Yes,No
2007,1,19.2775,<12,Yes,Yes
2008,1,38.0915,<12,Yes,No
2009,1,4.0,<12,Yes,Yes
2010,1,11.2885,12-15,No,Yes
2011,0,27441,12-15,Yes,Yes
2012,0,9413,<12,Yes,No
2013,0,8104,12-15,Yes,No
2014,0,4104,12-15,Yes,No
2015,0,4104,12-15,Yes,Yes
2016,0,28.0,<12,No,Yes
2017,0,20041,<12,Yes,No
2018,1,2.4555,<12,No,Yes
2019,0,38669,<12,No,Yes
2020,0,22502,16+,No,No
2021,1,13084,<12,No,No
2022,1,4.0,12-15,No,No
2023,1,1503,<12,No,No
2024,0,1369,12-15,No,No
2025,0,40838,12-15,No,Yes
2026,0,33689,12-15,No,Yes
2027,0,42754,12-15,No,Yes
2028,1,8167,<12,No,Yes
2029,1,3.1295,12-15,Yes,Yes
2030,1,5.3335,12-15,Yes,No
2031,1,5826,16+,Yes,No
2032,0,3173,16+,Yes,No
2033,0,7759,12-15,No,No
2034,1,16219,<12,No,No
2035,1,36.3775,<12,No,No
2036,0,27381,12-15,No,No
2037,0,13922,12-15,No,No
2038,1,8252,12-15,No,No
2039,0,5153,12-15,No,No
2040,0,18319,12-15,No,No
2041,1,7855,16+,No,No
2042,0,43556,12-15,No,No
2043,1,2.1655,16+,No,No
2044,0,25958,12-15,No,No
2045,1,4.17,16+,No,No
2046,0,8.0,12-15,Yes,No
2047,0,23918,<12,No,Yes
2048,0,9624,<12,Yes,Yes
2049,1,7.5975,12-15,No,Yes
2050,1,11.1075,<12,No,Yes
2051,1,29.1635,12-15,Yes,Yes
2052,1,11.6605,<12,Yes,Yes
2053,1,167,12-15,No,Yes
2054,0,29999,12-15,No,No
2055,0,29999,12-15,No,No
2056,0,15.54,12-15,No,Yes
2057,0,17582,<12,Yes,Yes
2058,0,14905,<12,Yes,No
2059,1,6.8335,12-15,No,Yes
2060,0,6.04,<12,Yes,No
2061,1,6.0015,12-15,No,No
2062,1,9.6945,12-15,No,No
2063,0,20.29,12-15,No,No
2064,0,20.29,12-15,No,No
2065,0,13155,12-15,No,No
2066,1,14.1655,12-15,No,No
2067,0,12665,12-15,No,No
2068,1,12578,12-15,No,No
2069,0,164,12-15,No,No
2070,0,45164,12-15,No,Yes
2071,0,12999,<12,Yes,No
2072,0,4539,<12,No,Yes
2073,1,14.8365,12-15,Yes,Yes
2074,1,11.9645,<12,Yes,No
2075,1,16504,12-15,No,No
2076,1,5503,12-15,No,No
2077,1,16504,12-15,No,No
2078,1,5503,12-15,No,No
2079,0,11001,12-15,Yes,Yes
2080,1,17.2185,<12,No,No
2081,0,18023,<12,No,No
2082,1,20252,12-15,Yes,Yes
2083,1,17.5825,12-15,Yes,No
2084,1,6.0015,<12,No,Yes
2085,0,50108,<12,Yes,No
2086,1,4.9145,12-15,Yes,No
2087,0,2004,<12,Yes,No
2088,0,4225,<12,Yes,No
2089,0,29077,12-15,Yes,No
2090,0,39669,16+,No,Yes
2091,1,3.3375,12-15,Yes,No
2092,1,2171,<12,No,No
2093,0,56668,<12,No,No
2094,0,49511,<12,No,No
2095,0,15.17,12-15,No,No
2096,0,25018,<12,No,No
2097,0,6897,<12,No,No
2098,0,18374,12-15,No,Yes
2099,1,3666,12-15,Yes,Yes
2100,0,46.22,<12,No,No
2101,0,30081,<12,No,No
2102,0,14.22,12-15,No,No
2103,1,17952,<12,Yes,Yes
2104,0,37539,<12,Yes,No
2105,0,48252,<12,No,Yes
2106,1,15622,12-15,Yes,No
2107,1,7.5045,12-15,No,No
2108,1,2.6615,12-15,No,No
2109,1,26.8885,<12,No,Yes
2110,1,20.1285,12-15,No,Yes
2111,0,20942,<12,No,No
2112,1,5588,12-15,No,No
2113,1,3.0855,16+,No,No
2114,0,11904,<12,No,Yes
2115,0,11904,12-15,Yes,Yes
2116,0,5383,12-15,No,Yes
2117,1,1084,<12,No,No
2118,1,12.2795,<12,No,No
2119,0,3.02,<12,No,No
2120,0,16.0,<12,No,Yes
2121,0,17169,12-15,No,Yes
2122,0,1728,12-15,Yes,No
2123,1,6998,12-15,No,Yes
2124,0,13875,16+,Yes,Yes
2125,0,18.71,12-15,No,Yes
2126,0,34001,<12,Yes,No
2127,1,6502,<12,No,No
2128,1,6.0165,12-15,No,No
2129,1,10.2505,12-15,No,No
2130,0,22749,12-15,No,Yes
2131,0,24999,12-15,Yes,No
2132,1,12219,<12,Yes,No
2133,0,17363,12-15,Yes,No
2134,0,29999,<12,Yes,Yes
2135,0,24044,12-15,No,No
2136,1,29.7275,16+,No,No
2137,0,33.96,<12,No,Yes
2138,0,15589,12-15,Yes,No
2139,0,8225,12-15,Yes,No
2140,1,15918,12-15,No,Yes
2141,1,21774,<12,Yes,Yes
2142,0,11748,12-15,No,No
2143,0,11748,16+,No,No
2144,0,16901,<12,No,No
2145,0,523,12-15,No,No
2146,0,10089,12-15,No,No
2147,1,19.6715,16+,No,No
2148,0,11606,<12,No,No
2149,1,3748,12-15,No,No
2150,1,25065,<12,No,No
2151,0,43745,<12,No,No
2152,1,46962,12-15,Yes,No
2153,1,25.4125,<12,No,No
2154,0,33695,16+,No,No
2155,0,46535,<12,No,Yes
2156,1,6975,12-15,Yes,No
2157,1,3833,16+,Yes,No
2158,1,14283,12-15,No,Yes
2159,0,19896,12-15,No,Yes
2160,0,7786,16+,No,No
2161,0,31921,12-15,No,Yes
2162,1,0.4985,12-15,Yes,Yes
2163,1,2.0205,<12,No,Yes
2164,1,21213,<12,No,Yes
2165,0,12.0,12-15,No,No
2166,0,20129,12-15,No,No
2167,0,25166,12-15,No,No
2168,1,2.6285,12-15,Yes,Yes
2169,0,21952,16+,No,Yes
2170,1,13539,<12,No,No
2171,0,12235,<12,No,No
2172,1,8.9555,<12,Yes,No
2173,0,60249,<12,No,Yes
2174,0,7351,12-15,Yes,No
2175,1,2.1625,12-15,No,Yes
2176,1,2.1625,12-15,Yes,No
2177,1,19.7915,<12,No,Yes
2178,0,39417,<12,Yes,Yes
2179,0,39417,<12,No,Yes
2180,0,18585,<12,Yes,No
2181,1,33.9955,12-15,No,Yes
2182,1,3756,12-15,No,Yes
2183,1,8.2925,12-15,No,Yes
2184,0,18212,12-15,No,Yes
2185,0,11751,12-15,Yes,No
2186,0,13763,<12,Yes,No
2187,1,12.5515,12-15,Yes,No
2188,0,14319,<12,No,Yes
2189,0,12747,<12,No,Yes
2190,0,12931,<12,Yes,Yes
2191,1,22.0805,<12,Yes,No
2192,0,34084,16+,No,No
2193,1,11296,<12,No,No
2194,0,14905,<12,Yes,Yes
2195,0,3261,12-15,Yes,Yes
2196,0,11102,<12,No,Yes
2197,0,35756,<12,Yes,Yes
2198,0,19332,<12,No,Yes
2199,0,3808,<12,Yes,No
2200,0,5509,<12,Yes,No
2201,1,13418,12-15,No,No
2202,0,16834,12-15,No,Yes
2203,0,12.0,<12,Yes,No
2204,1,11303,<12,No,No
2205,0,6297,12-15,No,No
2206,0,2286,12-15,Yes,No
2207,1,9618,16+,No,No
2208,0,2012,12-15,No,No
2209,0,24961,<12,Yes,Yes
2210,0,2617,12-15,Yes,No
2211,0,40523,12-15,No,No
2212,0,17016,12-15,No,No
2213,0,42921,<12,Yes,Yes
2214,0,42921,<12,No,Yes
2215,0,2256,12-15,Yes,No
2216,0,16216,12-15,Yes,Yes
2217,0,1911,12-15,Yes,No
2218,0,15247,12-15,Yes,No
2219,0,28.0,<12,Yes,Yes
2220,0,1563,12-15,Yes,Yes
2221,1,12.4845,12-15,No,No
2222,0,2576,12-15,No,No
2223,0,15603,12-15,No,Yes
2224,0,6527,12-15,Yes,No
2225,0,47.25,12-15,No,No
2226,0,11751,12-15,No,No
2227,0,16339,12-15,No,No
2228,0,21999,12-15,No,No
2229,1,4.7475,12-15,Yes,Yes
2230,0,11502,<12,No,Yes
2231,0,14856,12-15,No,Yes
2232,0,18825,12-15,Yes,Yes
2233,0,17065,12-15,No,Yes
2234,1,28.4985,12-15,Yes,No
2235,0,28501,12-15,No,Yes
2236,0,36041,12-15,No,Yes
2237,0,539,12-15,Yes,Yes
2238,0,11841,<12,No,Yes
2239,0,32164,<12,No,Yes
2240,0,5372,12-15,Yes,Yes
2241,0,15025,12-15,No,No
2242,0,8512,12-15,No,No
2243,0,18998,<12,No,Yes
2244,1,4.4955,<12,No,Yes
2245,1,17503,<12,Yes,Yes
2246,0,4.72,16+,No,Yes
2247,1,24.9995,<12,No,Yes
2248,1,2245,12-15,Yes,No
2249,0,19554,12-15,Yes,Yes
2250,0,11551,12-15,Yes,No
2251,0,11551,12-15,No,Yes
2252,1,10552,<12,Yes,Yes
2253,0,20.0,<12,No,No
2254,0,31792,<12,No,Yes
2255,0,3923,12-15,Yes,No
2256,1,5.5,<12,No,Yes
2257,0,24999,12-15,Yes,Yes
2258,1,5.5605,<12,No,No
2259,1,4337,<12,No,No
2260,0,621,<12,Yes,No
2261,0,20137,<12,Yes,No
2262,0,3855,<12,Yes,Yes
2263,1,18.4585,<12,Yes,Yes
2264,0,41843,<12,No,Yes
2265,0,14172,<12,Yes,Yes
2266,1,13648,<12,No,Yes
2267,0,30992,<12,Yes,No
2268,0,23786,12-15,Yes,No
2269,1,7168,16+,No,No
2270,0,1498,<12,No,No
2271,1,22.7185,12-15,No,No
2272,0,6409,12-15,No,No
2273,0,13821,12-15,No,No
2274,0,534,<12,No,No
2275,0,19877,12-15,No,No
2276,0,13314,12-15,No,No
2277,0,13821,12-15,No,No
2278,1,5919,12-15,No,No
2279,0,42434,12-15,No,No
2280,1,19291,12-15,No,No
2281,0,38919,<12,No,No
2282,0,27.86,<12,Yes,Yes
2283,0,27.86,<12,No,No
2284,0,6708,<12,No,No
2285,0,21169,<12,Yes,No
2286,0,3086,<12,No,No
2287,0,8901,<12,No,Yes
2288,0,17585,<12,No,No
2289,0,35828,<12,Yes,Yes
2290,1,16.6055,<12,Yes,Yes
2291,0,22867,<12,Yes,Yes
2292,0,14582,<12,No,Yes
2293,0,30861,<12,No,Yes
2294,0,11759,12-15,Yes,Yes
2295,0,4534,12-15,No,Yes
2296,0,21.7,12-15,Yes,Yes
2297,0,381,12-15,Yes,No
2298,0,8435,12-15,Yes,No
2299,0,47852,<12,No,Yes
2300,0,2305,12-15,Yes,No
2301,0,26111,<12,Yes,No
2302,0,13629,<12,Yes,Yes
2303,0,5.96,12-15,No,No
2304,1,1.5445,12-15,No,No
2305,1,19.2525,<12,No,No
2306,1,4999,<12,No,No
2307,0,4843,12-15,No,No
2308,0,4843,12-15,No,No
2309,0,19064,<12,No,No
2310,1,6.7515,12-15,No,No
2311,0,26103,12-15,No,No
2312,0,4307,16+,Yes,No
2313,1,17577,12-15,Yes,No
2314,0,21227,<12,Yes,Yes
2315,1,19.54,<12,No,Yes
2316,1,4.6595,12-15,Yes,Yes
2317,1,2.1435,<12,Yes,No
2318,0,7751,<12,Yes,No
2319,0,5604,12-15,Yes,No
2320,1,5807,16+,No,Yes
2321,1,5.5085,12-15,No,Yes
2322,0,6021,<12,Yes,Yes
2323,1,23001,<12,No,Yes
2324,1,16668,12-15,Yes,Yes
2325,1,16668,12-15,No,No
2326,1,2998,16+,Yes,Yes
2327,0,1038,12-15,No,Yes
2328,0,2971,<12,Yes,No
2329,0,53142,12-15,No,No
2330,0,11792,16+,No,No
2331,0,923,<12,No,No
2332,0,2938,<12,Yes,Yes
2333,0,9.8,<12,No,Yes
2334,1,4.0,12-15,No,No
2335,0,18127,12-15,No,No
2336,0,20991,12-15,No,Yes
2337,0,38428,12-15,No,No
2338,0,15871,12-15,No,No
2339,1,2168,<12,No,Yes
2340,0,21593,12-15,Yes,No
2341,0,21095,12-15,Yes,No
2342,1,11028,<12,Yes,Yes
2343,0,1448,12-15,No,No
2344,1,10168,12-15,No,No
2345,0,28.17,16+,No,No
2346,0,22.47,<12,No,Yes
2347,0,6146,12-15,Yes,No
2348,1,2.9155,<12,Yes,Yes
2349,1,2.9625,<12,No,Yes
2350,1,6.9185,12-15,No,Yes
2351,0,15195,12-15,Yes,Yes
2352,1,427,12-15,No,No
2353,0,13051,12-15,No,No
2354,0,14472,12-15,No,No
2355,0,17117,12-15,No,No
2356,0,39803,<12,Yes,Yes
2357,0,25166,<12,No,Yes
2358,1,9.5,12-15,No,Yes
2359,1,5339,12-15,Yes,Yes
2360,1,13254,12-15,No,No
2361,0,11748,<12,Yes,Yes
2362,1,5588,12-15,No,No
2363,1,0.5885,12-15,No,No
2364,1,0.4985,12-15,No,No
2365,0,22973,12-15,Yes,Yes
2366,0,1763,12-15,No,Yes
2367,0,43097,12-15,No,Yes
2368,0,10858,12-15,Yes,No
2369,1,2.9975,<12,Yes,Yes
2370,1,8.0025,12-15,Yes,Yes
2371,0,22502,12-15,Yes,Yes
2372,0,57415,<12,No,Yes
2373,1,18.9155,12-15,Yes,Yes
2374,0,8534,12-15,No,No
2375,1,1.7275,12-15,No,No
2376,0,21722,<12,No,Yes
2377,0,4.92,<12,Yes,No
2378,0,52.14,<12,No,No
2379,0,15217,12-15,Yes,No
2380,1,8983,12-15,No,Yes
2381,0,8608,12-15,Yes,No
2382,0,1098,12-15,Yes,No
2383,0,14067,<12,No,No
2384,0,14067,<12,No,No
2385,0,50251,<12,No,Yes
2386,0,16419,<12,No,Yes
2387,0,23034,12-15,No,No
2388,0,12304,12-15,No,No
2389,0,17013,12-15,No,No
2390,1,30.2475,12-15,No,No
2391,0,35181,<12,No,No
2392,0,832,12-15,No,No
2393,0,5695,12-15,No,No
2394,1,17.1965,<12,Yes,No
2395,0,19409,12-15,Yes,No
2396,0,49687,<12,Yes,No
2397,0,10001,<12,Yes,Yes
2398,0,15997,<12,No,Yes
2399,1,10338,12-15,No,No
2400,1,5.0475,12-15,No,No
2401,1,17.6265,<12,No,Yes
2402,0,16093,12-15,Yes,Yes
2403,0,12602,12-15,Yes,Yes
2404,0,52794,<12,No,Yes
2405,1,16586,12-15,Yes,Yes
2406,0,4454,12-15,Yes,No
2407,0,11546,<12,Yes,Yes
2408,0,50182,<12,No,Yes
2409,0,35001,<12,No,No
2410,0,2472,12-15,No,No
2411,0,34459,<12,Yes,Yes
2412,0,34459,<12,No,Yes
2413,0,11173,12-15,Yes,No
2414,0,10094,<12,No,Yes
2415,0,10094,12-15,Yes,No
2416,0,42746,<12,Yes,No
2417,0,3.89,<12,Yes,No
2418,0,14125,12-15,Yes,No
2419,0,27499,<12,Yes,Yes
2420,0,3305,<12,Yes,Yes
2421,0,48246,<12,No,Yes
2422,1,9.3335,<12,No,Yes
2423,0,14535,<12,Yes,Yes
2424,0,10992,16+,No,No
2425,1,12.0,12-15,Yes,Yes
2426,0,30.88,12-15,No,Yes
2427,0,4526,12-15,Yes,No
2428,0,11765,16+,No,Yes
2429,1,2.3545,<12,Yes,Yes
2430,0,2305,12-15,No,No
2431,0,945,12-15,No,No
2432,0,49919,<12,Yes,Yes
2433,1,4252,12-15,Yes,No
2434,1,14.5325,<12,Yes,Yes
2435,1,0.4985,<12,No,Yes
2436,1,11477,12-15,Yes,Yes
2437,0,10352,12-15,Yes,No
2438,0,3376,12-15,No,No
2439,0,13333,<12,No,No
2440,1,5.2075,12-15,No,No
2441,0,5029,12-15,No,No
2442,1,8.0435,<12,No,No
2443,0,26311,<12,Yes,Yes
2444,0,6207,12-15,Yes,No
2445,1,4.6625,<12,Yes,Yes
2446,0,26138,12-15,Yes,No
2447,0,16205,<12,Yes,No
2448,0,54251,<12,No,Yes
2449,0,17.15,<12,Yes,Yes
2450,1,5191,12-15,Yes,No
2451,1,11.9455,<12,No,Yes
2452,0,11028,12-15,Yes,Yes
2453,0,18823,12-15,Yes,No
2454,1,7.5115,12-15,No,No
2455,0,6001,<12,No,No
2456,1,24611,<12,Yes,Yes
2457,0,4066,12-15,Yes,Yes
2458,0,6604,12-15,No,Yes
2459,1,4419,12-15,No,No
2460,0,7003,12-15,Yes,No
2461,1,5.9465,<12,Yes,No
2462,1,1.9305,<12,Yes,No
2463,0,14998,<12,Yes,Yes
2464,0,35455,<12,No,Yes
2465,0,16999,<12,Yes,No
2466,0,19168,16+,No,No
2467,0,6264,12-15,No,No
2468,1,2.1795,<12,No,No
2469,1,1.5825,<12,No,No
2470,0,835,12-15,No,Yes
2471,0,3888,<12,Yes,Yes
2472,1,22.6245,<12,No,No
2473,1,23428,<12,No,No
2474,1,11.0005,<12,No,Yes
2475,0,4057,12-15,Yes,No
2476,0,17906,<12,No,No
2477,0,18.73,12-15,No,No
2478,0,15362,12-15,No,No
2479,0,15362,<12,No,No
2480,0,8789,<12,No,Yes
2481,1,2497,12-15,Yes,Yes
2482,0,49774,<12,No,No
2483,0,46171,<12,No,No
2484,0,21363,<12,No,No
2485,0,14998,12-15,No,No
2486,0,14998,12-15,No,No
2487,1,12.4955,12-15,No,Yes
2488,1,1.1635,12-15,No,Yes
2489,1,2248,<12,No,No
2490,1,13.4645,<12,Yes,No
2491,0,28.0,<12,No,No
2492,1,7581,12-15,No,No
2493,1,16.9365,12-15,No,No
2494,0,20515,<12,Yes,No
2495,1,7329,<12,Yes,No
2496,0,13676,<12,Yes,Yes
2497,1,9.1665,12-15,Yes,No
2498,1,2056,12-15,No,Yes
2499,0,26612,<12,Yes,No
2500,0,41229,<12,No,No
2501,0,20348,12-15,No,No
2502,0,7595,12-15,No,No
2503,0,9169,12-15,No,No
2504,0,641,<12,No,No
2505,0,14428,12-15,No,No
2506,1,3417,12-15,No,No
2507,0,698,12-15,No,No
2508,0,5002,12-15,Yes,Yes
2509,0,1634,12-15,No,No
2510,0,5194,12-15,No,No
2511,0,9821,12-15,Yes,Yes
2512,0,7811,<12,Yes,Yes
2513,1,14.0315,<12,No,No
2514,0,24819,12-15,No,No
2515,1,7332,16+,No,No
2516,1,8.1615,12-15,No,No
2517,0,2982,<12,No,No
2518,1,2.8935,12-15,Yes,No
2519,1,2805,<12,No,No
2520,0,20041,<12,No,Yes
2521,0,17027,12-15,No,No
2522,0,18727,<12,No,No
2523,1,7918,12-15,No,No
2524,0,19682,12-15,No,No
2525,0,15723,12-15,No,No
2526,1,23227,<12,Yes,No
2527,0,9002,<12,No,No
2528,0,18204,<12,No,No
2529,0,18283,16+,No,No
2530,0,627,12-15,Yes,No
2531,1,8768,12-15,Yes,No
2532,1,9.3305,12-15,Yes,No
2533,0,24334,<12,No,Yes
2534,0,20112,12-15,Yes,Yes
2535,0,2001,12-15,No,No
2536,0,41.09,<12,Yes,Yes
2537,0,1906,12-15,Yes,Yes
2538,0,20.12,16+,No,Yes
2539,1,4167,<12,No,No
2540,0,3.17,12-15,Yes,No
2541,1,4.4405,<12,Yes,No
2542,0,19285,<12,No,Yes
2543,0,30828,12-15,No,No
2544,0,1117,<12,No,No
2545,0,9509,12-15,Yes,Yes
2546,0,14938,12-15,Yes,Yes
2547,0,32315,<12,No,Yes
2548,0,26308,12-15,No,Yes
2549,0,26511,<12,Yes,Yes
2550,0,28679,<12,No,Yes
2551,1,13295,<12,Yes,Yes
2552,0,25166,<12,Yes,Yes
2553,0,621,<12,No,Yes
2554,0,10179,12-15,Yes,No
2555,0,9873,<12,No,Yes
2556,1,4.1645,12-15,No,No
2557,0,10894,<12,Yes,Yes
2558,1,8917,12-15,No,No
2559,1,8917,12-15,No,No
2560,0,39833,12-15,Yes,Yes
2561,0,24129,16+,Yes,Yes
2562,1,7.8465,12-15,No,Yes
2563,0,48832,<12,Yes,Yes
2564,0,26976,12-15,Yes,Yes
2565,0,2289,16+,Yes,No
2566,0,26976,12-15,No,Yes
2567,1,4.6625,12-15,Yes,No
2568,0,18215,<12,Yes,No
2569,0,22355,<12,No,No
2570,0,16583,<12,No,Yes
2571,1,2801,<12,Yes,Yes
2572,0,38912,<12,Yes,Yes
2573,0,11409,12-15,No,Yes
2574,0,11409,<12,Yes,No
2575,1,16.3465,<12,No,No
2576,1,6253,12-15,Yes,No
2577,0,9626,<12,Yes,Yes
2578,1,5339,12-15,No,Yes
2579,1,16964,12-15,Yes,Yes
2580,1,6916,12-15,Yes,Yes
2581,0,29451,<12,Yes,Yes
2582,1,3751,<12,Yes,No
2583,0,1837,<12,Yes,No
2584,0,1342,12-15,No,Yes
2585,0,1665,<12,Yes,Yes
2586,1,1.1665,12-15,Yes,No
2587,0,17.87,<12,Yes,Yes
2588,0,21087,12-15,Yes,Yes
2589,0,6.7,<12,Yes,No
2590,1,12.3285,<12,Yes,Yes
2591,0,13933,12-15,No,No
2592,1,19.1075,12-15,No,No
2593,1,15002,12-15,No,No
2594,0,9897,16+,No,No
2595,0,20.0,<12,No,Yes
2596,1,21.6265,<12,No,Yes
2597,1,2998,12-15,Yes,Yes
2598,0,13517,<12,Yes,No
2599,0,2568,16+,No,Yes
2600,1,3.17,<12,No,Yes
2601,0,19975,12-15,Yes,Yes
2602,0,24.0,<12,No,No
2603,1,6497,<12,No,No
2604,1,6.0455,16+,No,No
2605,1,25667,12-15,No,No
2606,0,15817,16+,No,No
2607,0,15817,16+,No,No
2608,0,8.66,16+,No,No
2609,0,13933,16+,No,No
2610,0,9038,<12,No,No
2611,1,5692,16+,No,No
2612,0,53391,16+,No,No
